record_id,factory_id,factory_name,latitude,longitude,production_line,machine_id,machine_type,timestamp,shift,units_produced,machine_hours,defects,defect_level,operator_id,operator_notes,date
R00313,F001,North Plant,28.69890607,77.10403441,Line-C,F001_Line-C_CNC_6,CNC,08-01-2025 12:54,Night,96,6.87,0,None,OP042,normal operation,08-01-2025
R00314,F002,East Plant,19.06279176,72.90006284,Line-B,F002_Line-B_CNC_6,CNC,26-02-2025 04:57,Day,121,8.87,4,Medium,OP026,normal operation,26-02-2025
R00315,F003,South Plant,12.97374567,77.60429023,Line-B,F003_Line-B_Robot_7,Robot,13-02-2025 23:00,Day,134,6.99,2,Low,OP012,normal operation,13-02-2025
R00316,F002,East Plant,19.07806646,72.88508491,Line-C,F002_Line-C_Press_9,Press,05-02-2025 09:24,Day,120,9.39,4,Medium,OP006,normal operation,05-02-2025
R00317,F003,South Plant,12.97407833,77.59653373,Line-B,F003_Line-B_CNC_10,CNC,25-01-2025 15:30,Evening,86,5.95,2,Low,OP035,normal operation,25-01-2025
R00318,F002,East Plant,19.07155845,72.88099373,Line-B,F002_Line-B_CNC_6,CNC,26-03-2025 21:45,Day,113,7.97,4,Medium,OP019,normal operation,26-03-2025
R00319,F002,East Plant,19.07204184,72.89137273,Line-B,F002_Line-B_Lathe_7,Lathe,22-01-2025 12:19,Day,41,4.46,1,Low,OP045,normal operation,22-01-2025
R00320,F002,East Plant,19.08143297,72.86552076,Line-B,F002_Line-B_Press_6,Press,21-03-2025 00:23,Day,74,6.54,4,Medium,OP028,calibration calibration,21-03-2025
R00321,F003,South Plant,12.96454446,77.60468002,Line-A,F003_Line-A_CNC_7,CNC,16-02-2025 18:31,Day,141,9.83,2,Low,OP033,normal operation,16-02-2025
R00322,F003,South Plant,12.96014341,77.58955504,Line-C,F003_Line-C_CNC_1,CNC,20-01-2025 03:56,Day,117,7.78,3,Medium,OP039,normal operation,20-01-2025
R00323,F003,South Plant,12.9597564,77.58960616,Line-B,F003_Line-B_CNC_2,CNC,01-02-2025 12:29,Night,55,3.13,0,None,OP050,jam none calibration,01-02-2025
R00324,F002,East Plant,19.05896128,72.86845534,Line-B,F002_Line-B_Press_10,Press,07-01-2025 06:22,Day,98,8.46,2,Low,OP039,normal operation,07-01-2025
R00325,F001,North Plant,28.69176731,77.10910723,Line-C,F001_Line-C_Press_6,Press,19-02-2025 04:02,Day,94,7.65,2,Low,OP029,normal operation,19-02-2025
R00326,F001,North Plant,28.69802125,77.09710877,Line-C,F001_Line-C_CNC_6,CNC,20-02-2025 20:56,Evening,125,8.44,1,Low,OP021,normal operation,20-02-2025
R00327,F003,South Plant,12.96627688,77.60655139,Line-B,F003_Line-B_CNC_2,CNC,04-01-2025 16:51,Night,112,7.5,1,Low,OP048,normal operation,04-01-2025
R00328,F001,North Plant,28.69571414,77.09363319,Line-B,F001_Line-B_Press_9,Press,17-01-2025 03:56,Night,63,4.77,3,Medium,OP017,sensor misalignment,17-01-2025
R00329,F003,South Plant,12.97861256,77.59641609,Line-B,F003_Line-B_CNC_10,CNC,07-02-2025 10:54,Evening,132,8.73,1,Low,OP045,calibration overheat,07-02-2025
R00330,F001,North Plant,28.72297336,77.10369503,Line-A,F001_Line-A_CNC_2,CNC,28-02-2025 09:09,Day,147,10.17,4,Medium,OP012,normal operation,28-02-2025
R00331,F003,South Plant,12.97928207,77.59675397,Line-B,F003_Line-B_Milling_6,Milling,27-03-2025 23:06,Evening,93,9.28,4,Medium,OP023,jam calibration vibration,27-03-2025
R00332,F001,North Plant,28.68856868,77.09948503,Line-C,F001_Line-C_Press_5,Press,22-01-2025 10:28,Day,178,14.27,4,Medium,OP046,normal operation,22-01-2025
R00333,F003,South Plant,12.96624665,77.59818454,Line-C,F003_Line-C_Lathe_6,Lathe,08-03-2025 06:09,Day,62,5.99,3,Medium,OP015,normal operation,08-03-2025
R00334,F001,North Plant,28.71943855,77.10387845,Line-A,F001_Line-A_Robot_4,Robot,05-03-2025 13:49,Evening,159,8.32,1,Low,OP002,sensor vibration,05-03-2025
R00335,F003,South Plant,12.98738118,77.6044545,Line-C,F003_Line-C_Press_9,Press,17-01-2025 14:17,Day,75,6.05,5,Medium,OP040,normal operation,17-01-2025
R00336,F001,North Plant,28.71401259,77.11288378,Line-A,F001_Line-A_Press_8,Press,10-03-2025 16:29,Night,70,5.77,1,Low,OP027,normal operation,10-03-2025
R00337,F002,East Plant,19.0824048,72.87579497,Line-C,F002_Line-C_CNC_6,CNC,24-03-2025 07:51,Day,94,5.45,1,Low,OP005,normal operation,24-03-2025
R00338,F002,East Plant,19.08066671,72.89291006,Line-B,F002_Line-B_Lathe_6,Lathe,18-01-2025 07:24,Day,57,5.67,2,Low,OP050,lubrication none misalignment,18-01-2025
R00339,F003,South Plant,12.96657725,77.58967245,Line-C,F003_Line-C_CNC_3,CNC,25-02-2025 10:11,Day,154,10.13,4,Medium,OP033,normal operation,25-02-2025
R00340,F001,North Plant,28.68497745,77.10181366,Line-A,F001_Line-A_Press_5,Press,22-01-2025 12:03,Night,42,3.54,1,Low,OP011,normal operation,22-01-2025
R00341,F002,East Plant,19.08452179,72.89021456,Line-C,F002_Line-C_CNC_9,CNC,06-02-2025 08:48,Day,159,10.66,4,Medium,OP006,normal operation,06-02-2025
R00342,F002,East Plant,19.07477291,72.87863372,Line-A,F002_Line-A_Lathe_9,Lathe,07-02-2025 09:49,Night,80,7.17,0,None,OP009,normal operation,07-02-2025
R00343,F003,South Plant,12.97417753,77.58218239,Line-B,F003_Line-B_Lathe_2,Lathe,06-03-2025 07:09,Day,128,12.87,6,High,OP042,power,06-03-2025
R00344,F003,South Plant,12.95639459,77.59226085,Line-C,F003_Line-C_CNC_10,CNC,20-03-2025 07:34,Night,92,6.1,1,Low,OP022,misalignment none jam,20-03-2025
R00345,F001,North Plant,28.69122836,77.08852882,Line-A,F001_Line-A_CNC_10,CNC,03-02-2025 09:36,Evening,121,8.61,3,Medium,OP042,normal operation,03-02-2025
R00346,F001,North Plant,28.69854431,77.08948656,Line-C,F001_Line-C_Press_1,Press,05-03-2025 16:16,Day,120,9.57,3,Medium,OP041,normal operation,05-03-2025
R00347,F003,South Plant,12.96650193,77.59494441,Line-B,F003_Line-B_Lathe_5,Lathe,04-03-2025 10:04,Day,89,7.97,6,High,OP016,lubrication jam power,04-03-2025
R00348,F002,East Plant,19.07465199,72.87063439,Line-B,F002_Line-B_Press_1,Press,22-01-2025 03:28,Day,86,6.96,3,Medium,OP029,normal operation,22-01-2025
R00349,F002,East Plant,19.08759074,72.87433745,Line-B,F002_Line-B_Press_6,Press,20-03-2025 06:26,Night,61,4.59,1,Low,OP010,normal operation,20-03-2025
R00350,F002,East Plant,19.08757346,72.89056597,Line-C,F002_Line-C_Press_6,Press,22-02-2025 09:05,Day,123,9.61,3,Medium,OP009,normal operation,22-02-2025
R00351,F002,East Plant,19.0608553,72.88091593,Line-C,F002_Line-C_Lathe_6,Lathe,31-01-2025 23:14,Day,66,6.76,0,None,OP030,normal operation,31-01-2025
R00352,F001,North Plant,28.7178041,77.11679458,Line-B,F001_Line-B_Press_3,Press,15-01-2025 07:14,Night,80,6.58,5,Medium,OP004,normal operation,15-01-2025
R00353,F002,East Plant,19.07834024,72.87521471,Line-B,F002_Line-B_Robot_7,Robot,03-02-2025 02:24,Evening,132,6.23,3,Medium,OP011,normal operation,03-02-2025
R00354,F002,East Plant,19.09950206,72.85105668,Line-C,F002_Line-C_Lathe_4,Lathe,22-01-2025 22:00,Day,82,8.57,2,Low,OP032,normal operation,22-01-2025
R00355,F003,South Plant,12.98201725,77.60043544,Line-B,F003_Line-B_Press_5,Press,06-03-2025 13:12,Day,64,5.07,3,Medium,OP002,normal operation,06-03-2025
R00356,F001,North Plant,28.70853502,77.09098132,Line-B,F001_Line-B_Press_4,Press,28-01-2025 23:50,Evening,101,8.12,3,Medium,OP038,normal operation,28-01-2025
R00357,F002,East Plant,19.07988979,72.88021474,Line-A,F002_Line-A_CNC_8,CNC,18-03-2025 14:04,Evening,87,5.22,0,None,OP042,normal operation,18-03-2025
R00358,F003,South Plant,12.97040738,77.59733594,Line-B,F003_Line-B_CNC_1,CNC,14-01-2025 22:45,Day,104,6.37,1,Low,OP028,sensor,14-01-2025
R00359,F002,East Plant,19.06908626,72.88815135,Line-C,F002_Line-C_Press_7,Press,16-02-2025 10:55,Day,80,6.21,0,None,OP003,normal operation,16-02-2025
R00360,F002,East Plant,19.0916427,72.88181027,Line-A,F002_Line-A_Lathe_4,Lathe,17-02-2025 15:43,Day,59,5.84,0,None,OP036,normal operation,17-02-2025
R00361,F002,East Plant,19.07489335,72.86873358,Line-A,F002_Line-A_Press_8,Press,13-03-2025 02:39,Day,77,6.07,1,Low,OP018,jam calibration misalignment,13-03-2025
R00362,F003,South Plant,12.95227833,77.58784519,Line-C,F003_Line-C_CNC_2,CNC,21-02-2025 16:01,Day,112,7.81,0,None,OP024,normal operation,21-02-2025
R00363,F002,East Plant,19.06555426,72.86033184,Line-C,F002_Line-C_Milling_3,Milling,27-01-2025 13:13,Day,42,4.4,2,Low,OP039,misalignment none lubrication,27-01-2025
R00364,F002,East Plant,19.06597783,72.87017565,Line-C,F002_Line-C_CNC_1,CNC,19-01-2025 00:41,Night,94,5.38,4,Medium,OP046,lubrication misalignment,19-01-2025
R00365,F002,East Plant,19.08081784,72.87074139,Line-C,F002_Line-C_Press_10,Press,07-03-2025 10:26,Evening,79,6.58,4,Medium,OP009,normal operation,07-03-2025
R00366,F002,East Plant,19.09881652,72.87152358,Line-C,F002_Line-C_Press_7,Press,22-03-2025 01:21,Day,77,6.61,5,Medium,OP048,normal operation,22-03-2025
R00367,F002,East Plant,19.08528045,72.88312828,Line-C,F002_Line-C_Press_9,Press,10-03-2025 11:35,Day,62,5.53,1,Low,OP032,normal operation,10-03-2025
R00368,F003,South Plant,12.98060399,77.59911225,Line-C,F003_Line-C_CNC_1,CNC,19-02-2025 02:29,Day,125,7.86,3,Medium,OP022,normal operation,19-02-2025
R00369,F003,South Plant,12.98077968,77.5869414,Line-A,F003_Line-A_Milling_10,Milling,10-02-2025 21:43,Evening,57,5.88,2,Low,OP047,normal operation,10-02-2025
R00370,F003,South Plant,12.9650285,77.59802351,Line-C,F003_Line-C_CNC_8,CNC,04-02-2025 14:08,Day,99,7.29,1,Low,OP042,lubrication none misalignment,04-02-2025
R00371,F003,South Plant,12.98689367,77.59364715,Line-A,F003_Line-A_Lathe_10,Lathe,03-03-2025 12:34,Day,113,11.34,6,High,OP011,normal operation,03-03-2025
R00372,F003,South Plant,12.959925,77.59781551,Line-C,F003_Line-C_Lathe_7,Lathe,20-01-2025 21:54,Day,98,10.38,4,Medium,OP044,normal operation,20-01-2025
R00373,F001,North Plant,28.68817856,77.11124177,Line-A,F001_Line-A_Lathe_2,Lathe,26-01-2025 01:02,Evening,68,6.99,1,Low,OP002,normal operation,26-01-2025
R00374,F002,East Plant,19.06797798,72.87394623,Line-B,F002_Line-B_Press_7,Press,31-03-2025 08:13,Evening,112,9.38,1,Low,OP014,normal operation,31-03-2025
R00375,F002,East Plant,19.06251846,72.88692564,Line-C,F002_Line-C_Robot_8,Robot,08-01-2025 16:35,Evening,142,7.06,0,None,OP046,normal operation,08-01-2025
R00376,F001,North Plant,28.70533106,77.11174334,Line-C,F001_Line-C_CNC_6,CNC,27-03-2025 12:36,Day,113,7.83,0,None,OP031,calibration misalignment vibration,27-03-2025
R00377,F002,East Plant,19.0680431,72.87586153,Line-B,F002_Line-B_Milling_8,Milling,10-03-2025 18:36,Evening,104,9.03,1,Low,OP022,power lubrication calibration,10-03-2025
R00378,F002,East Plant,19.06613776,72.89188557,Line-C,F002_Line-C_Robot_5,Robot,20-03-2025 18:42,Day,152,7.54,0,None,OP031,normal operation,20-03-2025
R00379,F001,North Plant,28.71089512,77.11346706,Line-A,F001_Line-A_CNC_5,CNC,30-01-2025 16:02,Day,144,8.81,5,Medium,OP020,normal operation,30-01-2025
R00380,F002,East Plant,19.05793412,72.87965509,Line-C,F002_Line-C_CNC_8,CNC,10-02-2025 13:25,Day,140,9.02,2,Low,OP031,normal operation,10-02-2025
R00381,F002,East Plant,19.07980198,72.87590394,Line-C,F002_Line-C_Milling_5,Milling,06-02-2025 08:22,Evening,61,5.93,6,High,OP008,normal operation,06-02-2025
R00382,F003,South Plant,12.96056362,77.59595632,Line-C,F003_Line-C_Press_7,Press,14-02-2025 15:16,Day,103,9.09,2,Low,OP050,normal operation,14-02-2025
R00383,F001,North Plant,28.71036834,77.10436488,Line-B,F001_Line-B_CNC_2,CNC,15-02-2025 18:50,Day,134,8.96,4,Medium,OP029,normal operation,15-02-2025
R00384,F003,South Plant,12.98226683,77.58938514,Line-B,F003_Line-B_Lathe_4,Lathe,26-01-2025 06:09,Day,101,10.82,3,Medium,OP035,normal operation,26-01-2025
R00385,F002,East Plant,19.05806108,72.86414552,Line-C,F002_Line-C_Lathe_3,Lathe,14-01-2025 12:33,Day,78,7.8,1,Low,OP040,misalignment calibration none,14-01-2025
R00386,F003,South Plant,12.98610928,77.61267197,Line-A,F003_Line-A_CNC_9,CNC,29-01-2025 14:10,Evening,147,9.89,7,High,OP041,none,29-01-2025
R00387,F001,North Plant,28.72575056,77.11440549,Line-A,F001_Line-A_Press_8,Press,13-01-2025 14:02,Day,79,5.76,3,Medium,OP044,misalignment,13-01-2025
R00388,F001,North Plant,28.70205705,77.11053919,Line-C,F001_Line-C_Milling_3,Milling,23-02-2025 05:32,Day,110,9.87,2,Low,OP042,normal operation,23-02-2025
R00389,F002,East Plant,19.08105589,72.89259113,Line-B,F002_Line-B_Lathe_5,Lathe,11-02-2025 13:09,Day,71,8.09,0,None,OP019,normal operation,11-02-2025
R00390,F003,South Plant,12.96176878,77.57841195,Line-A,F003_Line-A_Milling_2,Milling,27-03-2025 15:51,Night,63,5.25,5,Medium,OP037,power,27-03-2025
R00391,F003,South Plant,12.97520515,77.57987014,Line-C,F003_Line-C_Lathe_1,Lathe,24-01-2025 23:08,Day,88,9,4,Medium,OP027,normal operation,24-01-2025
R00392,F001,North Plant,28.69984211,77.10721106,Line-A,F001_Line-A_Milling_7,Milling,06-03-2025 21:49,Day,57,4.98,2,Low,OP012,normal operation,06-03-2025
R00393,F003,South Plant,12.94725824,77.5794977,Line-B,F003_Line-B_Robot_1,Robot,08-02-2025 08:53,Day,154,7.32,1,Low,OP037,normal operation,08-02-2025
R00394,F003,South Plant,12.9765909,77.6002346,Line-A,F003_Line-A_Milling_6,Milling,07-02-2025 00:08,Day,92,8.17,0,None,OP030,normal operation,07-02-2025
R00395,F003,South Plant,12.9819024,77.59126375,Line-C,F003_Line-C_Press_3,Press,07-03-2025 15:11,Evening,79,7.04,0,None,OP030,vibration lubrication,07-03-2025
R00396,F001,North Plant,28.70585287,77.08913275,Line-A,F001_Line-A_Press_8,Press,24-03-2025 12:11,Day,87,7.49,9,High,OP017,sensor none power,24-03-2025
R00397,F001,North Plant,28.71055169,77.10994991,Line-A,F001_Line-A_Lathe_5,Lathe,14-03-2025 19:08,Night,66,6.36,1,Low,OP044,jam,14-03-2025
R00398,F001,North Plant,28.7014746,77.09748635,Line-C,F001_Line-C_Robot_7,Robot,24-02-2025 10:36,Day,169,9,0,None,OP033,normal operation,24-02-2025
R00399,F002,East Plant,19.07248428,72.87828587,Line-A,F002_Line-A_Press_2,Press,24-01-2025 09:57,Day,110,9.37,2,Low,OP009,normal operation,24-01-2025
R00400,F002,East Plant,19.08220748,72.88810189,Line-B,F002_Line-B_Milling_1,Milling,04-02-2025 02:52,Night,81,7.19,1,Low,OP025,overheat,04-02-2025
R00401,F002,East Plant,19.07645223,72.87821198,Line-B,F002_Line-B_Milling_5,Milling,16-03-2025 09:24,Night,124,10.93,3,Medium,OP047,normal operation,16-03-2025
R00402,F003,South Plant,12.98361015,77.59742946,Line-A,F003_Line-A_CNC_6,CNC,30-03-2025 17:38,Day,92,5.83,3,Medium,OP016,normal operation,30-03-2025
R00403,F001,North Plant,28.70912745,77.07756729,Line-C,F001_Line-C_CNC_5,CNC,22-01-2025 07:39,Day,125,7.94,2,Low,OP026,normal operation,22-01-2025
R00404,F003,South Plant,12.983027,77.57727456,Line-C,F003_Line-C_Milling_5,Milling,30-03-2025 09:54,Day,122,11.53,3,Medium,OP008,normal operation,30-03-2025
R00405,F003,South Plant,12.97110971,77.5929964,Line-B,F003_Line-B_Press_4,Press,29-01-2025 06:19,Day,105,9.45,2,Low,OP009,normal operation,29-01-2025
R00406,F002,East Plant,19.07337855,72.90211504,Line-A,F002_Line-A_Press_10,Press,18-02-2025 07:30,Day,129,10.63,7,High,OP027,normal operation,18-02-2025
R00407,F003,South Plant,12.9695818,77.59779886,Line-C,F003_Line-C_Milling_9,Milling,27-03-2025 19:21,Day,77,7.02,3,Medium,OP014,lubrication,27-03-2025
R00408,F003,South Plant,12.98118386,77.59511661,Line-C,F003_Line-C_Robot_2,Robot,09-03-2025 21:28,Day,147,7.45,0,None,OP029,jam misalignment calibration,09-03-2025
R00409,F003,South Plant,12.97304343,77.60286642,Line-B,F003_Line-B_CNC_10,CNC,16-01-2025 05:49,Night,117,8.43,2,Low,OP004,normal operation,16-01-2025
R00410,F003,South Plant,12.99080368,77.58237105,Line-C,F003_Line-C_CNC_9,CNC,20-01-2025 16:27,Day,104,6.53,2,Low,OP011,normal operation,20-01-2025
R00411,F002,East Plant,19.08668379,72.88374121,Line-C,F002_Line-C_Press_4,Press,17-03-2025 03:11,Day,74,5.56,3,Medium,OP032,calibration,17-03-2025
R00412,F003,South Plant,12.97809497,77.59096081,Line-B,F003_Line-B_Robot_8,Robot,19-01-2025 16:23,Evening,114,5.94,5,Medium,OP033,normal operation,19-01-2025
R00413,F002,East Plant,19.06820147,72.88851985,Line-B,F002_Line-B_Lathe_9,Lathe,01-03-2025 21:23,Day,89,9.92,2,Low,OP044,normal operation,01-03-2025
R00414,F002,East Plant,19.08360118,72.88824412,Line-C,F002_Line-C_CNC_5,CNC,01-01-2025 08:29,Night,87,6.08,1,Low,OP048,normal operation,01-01-2025
R00415,F001,North Plant,28.69415723,77.09875036,Line-C,F001_Line-C_CNC_7,CNC,15-02-2025 00:24,Day,128,9.13,3,Medium,OP045,lubrication,15-02-2025
R00416,F003,South Plant,12.96532017,77.60511184,Line-A,F003_Line-A_Milling_2,Milling,02-03-2025 15:13,Evening,60,5.74,3,Medium,OP003,normal operation,02-03-2025
R00417,F002,East Plant,19.08401831,72.87173012,Line-B,F002_Line-B_CNC_3,CNC,24-03-2025 16:49,Evening,116,7.64,3,Medium,OP047,normal operation,24-03-2025
R00418,F003,South Plant,12.97596744,77.59220002,Line-B,F003_Line-B_Press_7,Press,28-02-2025 05:01,Day,84,7.11,4,Medium,OP025,normal operation,28-02-2025
R00419,F002,East Plant,19.07471101,72.88110654,Line-A,F002_Line-A_Lathe_9,Lathe,18-01-2025 19:25,Evening,68,6.42,2,Low,OP042,lubrication vibration,18-01-2025
R00420,F001,North Plant,28.71675366,77.11736664,Line-A,F001_Line-A_Milling_7,Milling,10-03-2025 22:03,Night,87,7.66,5,Medium,OP009,jam calibration calibration,10-03-2025
R00421,F001,North Plant,28.68670612,77.10954606,Line-A,F001_Line-A_Robot_5,Robot,01-03-2025 09:22,Night,148,7.67,3,Medium,OP044,normal operation,01-03-2025
R00422,F003,South Plant,12.96727399,77.58668852,Line-C,F003_Line-C_Press_7,Press,01-02-2025 02:13,Night,77,5.78,2,Low,OP016,normal operation,01-02-2025
R00423,F002,East Plant,19.0835909,72.86731911,Line-B,F002_Line-B_CNC_4,CNC,16-01-2025 07:14,Day,99,6.34,1,Low,OP003,normal operation,16-01-2025
R00424,F003,South Plant,12.97348846,77.57785814,Line-B,F003_Line-B_Lathe_1,Lathe,01-02-2025 17:58,Day,86,8.63,9,High,OP014,normal operation,01-02-2025
R00425,F001,North Plant,28.71486388,77.1010791,Line-A,F001_Line-A_Lathe_8,Lathe,18-03-2025 19:50,Day,72,6.86,2,Low,OP044,normal operation,18-03-2025
R00426,F003,South Plant,12.98379711,77.60256093,Line-A,F003_Line-A_CNC_1,CNC,21-02-2025 23:53,Day,162,11.02,2,Low,OP029,normal operation,21-02-2025
R00427,F001,North Plant,28.70888819,77.10929576,Line-C,F001_Line-C_CNC_1,CNC,19-01-2025 16:18,Day,110,6.93,6,High,OP033,misalignment lubrication,19-01-2025
R00428,F001,North Plant,28.71838858,77.08775868,Line-C,F001_Line-C_Lathe_10,Lathe,19-03-2025 04:29,Night,58,5.3,2,Low,OP050,normal operation,19-03-2025
R00429,F003,South Plant,12.99064434,77.58854607,Line-B,F003_Line-B_CNC_3,CNC,26-03-2025 16:14,Day,126,8.35,3,Medium,OP034,normal operation,26-03-2025
R00430,F001,North Plant,28.69596986,77.1107328,Line-B,F001_Line-B_Press_1,Press,14-03-2025 20:58,Night,80,6.54,2,Low,OP038,normal operation,14-03-2025
R00431,F003,South Plant,12.97275598,77.58343595,Line-A,F003_Line-A_Lathe_7,Lathe,14-03-2025 05:45,Night,64,6.54,2,Low,OP032,vibration,14-03-2025
R00432,F002,East Plant,19.08212629,72.88564438,Line-C,F002_Line-C_Lathe_9,Lathe,10-02-2025 21:06,Day,54,5.09,1,Low,OP045,normal operation,10-02-2025
R00433,F002,East Plant,19.06616206,72.88760798,Line-B,F002_Line-B_CNC_7,CNC,25-01-2025 22:25,Day,122,8.7,3,Medium,OP049,normal operation,25-01-2025
R00434,F003,South Plant,12.97169226,77.60718883,Line-B,F003_Line-B_CNC_4,CNC,09-02-2025 00:27,Evening,82,5.38,1,Low,OP046,jam,09-02-2025
R00435,F002,East Plant,19.07364874,72.86408528,Line-A,F002_Line-A_Lathe_7,Lathe,14-03-2025 02:53,Evening,76,7.43,4,Medium,OP034,normal operation,14-03-2025
R00436,F001,North Plant,28.69787872,77.09696312,Line-B,F001_Line-B_CNC_4,CNC,13-02-2025 09:57,Day,140,8.94,2,Low,OP042,normal operation,13-02-2025
R00437,F001,North Plant,28.7279019,77.10411166,Line-B,F001_Line-B_Robot_2,Robot,11-03-2025 17:01,Night,149,7.63,1,Low,OP047,normal operation,11-03-2025
R00438,F001,North Plant,28.71129351,77.10792299,Line-A,F001_Line-A_CNC_10,CNC,20-03-2025 00:53,Evening,60,4.72,1,Low,OP003,normal operation,20-03-2025
R00439,F001,North Plant,28.7094736,77.1117441,Line-A,F001_Line-A_Robot_10,Robot,28-03-2025 09:51,Night,132,7.54,4,Medium,OP036,normal operation,28-03-2025
R00440,F001,North Plant,28.71165119,77.12754617,Line-B,F001_Line-B_CNC_6,CNC,08-02-2025 12:10,Day,126,8.44,3,Medium,OP001,normal operation,08-02-2025
R00441,F001,North Plant,28.69094832,77.09869901,Line-A,F001_Line-A_Milling_2,Milling,04-03-2025 15:21,Day,109,8.59,2,Low,OP016,normal operation,04-03-2025
R00442,F003,South Plant,12.96708051,77.58670661,Line-C,F003_Line-C_Lathe_7,Lathe,31-01-2025 13:58,Evening,69,7.13,2,Low,OP036,none calibration,31-01-2025
R00443,F002,East Plant,19.08262726,72.8696286,Line-B,F002_Line-B_Press_6,Press,10-02-2025 01:52,Day,95,7.84,1,Low,OP017,normal operation,10-02-2025
R00444,F002,East Plant,19.06502632,72.86293075,Line-C,F002_Line-C_Robot_8,Robot,14-01-2025 18:43,Evening,146,6.6,0,None,OP047,normal operation,14-01-2025
R00445,F002,East Plant,19.09553303,72.87641265,Line-B,F002_Line-B_Milling_6,Milling,10-02-2025 13:40,Night,95,8.75,6,High,OP027,sensor,10-02-2025
R00446,F003,South Plant,12.98025558,77.60117598,Line-A,F003_Line-A_Lathe_1,Lathe,04-02-2025 14:08,Night,36,2.69,1,Low,OP036,normal operation,04-02-2025
R00447,F003,South Plant,12.9850349,77.57647665,Line-C,F003_Line-C_Lathe_5,Lathe,21-01-2025 09:36,Day,106,10.32,6,High,OP013,normal operation,21-01-2025
R00448,F002,East Plant,19.07132443,72.8775487,Line-A,F002_Line-A_Press_4,Press,07-03-2025 15:38,Day,86,6.31,1,Low,OP036,normal operation,07-03-2025
R00449,F003,South Plant,12.97202352,77.60009215,Line-C,F003_Line-C_Press_8,Press,24-03-2025 11:55,Evening,84,7.52,3,Medium,OP048,normal operation,24-03-2025
R00450,F002,East Plant,19.07781513,72.88984974,Line-B,F002_Line-B_CNC_6,CNC,24-01-2025 03:33,Evening,128,7.16,0,None,OP009,power power jam,24-01-2025
R00451,F003,South Plant,12.98409505,77.58127223,Line-B,F003_Line-B_CNC_9,CNC,25-03-2025 09:53,Evening,93,6.64,5,Medium,OP004,normal operation,25-03-2025
R00452,F003,South Plant,12.98013421,77.59090613,Line-A,F003_Line-A_Robot_2,Robot,27-03-2025 20:10,Night,112,4.78,2,Low,OP004,normal operation,27-03-2025
R00453,F001,North Plant,28.72594097,77.10820507,Line-B,F001_Line-B_CNC_4,CNC,10-01-2025 03:36,Night,93,6.06,0,None,OP046,normal operation,10-01-2025
R00454,F001,North Plant,28.70998653,77.10166073,Line-A,F001_Line-A_CNC_8,CNC,17-02-2025 16:19,Day,107,7.45,2,Low,OP004,normal operation,17-02-2025
R00455,F003,South Plant,12.99175275,77.60750644,Line-C,F003_Line-C_Lathe_10,Lathe,04-03-2025 07:33,Evening,75,7.2,2,Low,OP043,normal operation,04-03-2025
R00456,F002,East Plant,19.07151001,72.87757918,Line-A,F002_Line-A_CNC_9,CNC,22-02-2025 19:22,Evening,85,5.71,2,Low,OP001,vibration,22-02-2025
R00457,F003,South Plant,12.96604988,77.60790807,Line-C,F003_Line-C_CNC_5,CNC,03-01-2025 16:55,Day,90,6.21,3,Medium,OP033,normal operation,03-01-2025
R00458,F003,South Plant,12.95645076,77.58658933,Line-C,F003_Line-C_Press_3,Press,15-01-2025 21:25,Evening,90,7.02,1,Low,OP007,normal operation,15-01-2025
R00459,F003,South Plant,12.96977173,77.59004582,Line-A,F003_Line-A_CNC_10,CNC,10-03-2025 14:45,Night,106,7.49,0,None,OP017,vibration overheat,10-03-2025
R00460,F002,East Plant,19.07319895,72.89392638,Line-B,F002_Line-B_CNC_7,CNC,28-02-2025 06:16,Day,145,9.5,1,Low,OP037,normal operation,28-02-2025
R00461,F001,North Plant,28.68505261,77.09029476,Line-C,F001_Line-C_CNC_2,CNC,26-03-2025 13:57,Day,109,7.25,4,Medium,OP042,normal operation,26-03-2025
R00462,F001,North Plant,28.70023545,77.11156566,Line-A,F001_Line-A_Press_7,Press,13-03-2025 08:19,Night,115,8.99,3,Medium,OP031,normal operation,13-03-2025
R00463,F001,North Plant,28.70596013,77.11310592,Line-C,F001_Line-C_CNC_3,CNC,11-01-2025 07:23,Evening,134,8.79,2,Low,OP032,normal operation,11-01-2025
R00464,F002,East Plant,19.06649864,72.87571315,Line-C,F002_Line-C_Robot_10,Robot,13-01-2025 16:26,Evening,146,7.53,1,Low,OP034,lubrication,13-01-2025
R00465,F001,North Plant,28.70673203,77.09834312,Line-A,F001_Line-A_Milling_10,Milling,03-03-2025 05:03,Day,64,5.6,1,Low,OP018,normal operation,03-03-2025
R00466,F001,North Plant,28.69995384,77.11194006,Line-A,F001_Line-A_Lathe_5,Lathe,12-03-2025 05:59,Evening,79,8.11,0,None,OP037,normal operation,12-03-2025
R00467,F003,South Plant,12.97076831,77.60671724,Line-A,F003_Line-A_CNC_6,CNC,03-01-2025 18:17,Evening,116,8.04,1,Low,OP014,normal operation,03-01-2025
R00468,F003,South Plant,12.97147356,77.59586001,Line-A,F003_Line-A_Robot_7,Robot,10-01-2025 09:54,Day,193,9.13,2,Low,OP020,sensor,10-01-2025
R00469,F003,South Plant,12.97239757,77.58600767,Line-A,F003_Line-A_Lathe_7,Lathe,28-03-2025 19:49,Night,31,3.3,1,Low,OP035,sensor jam,28-03-2025
